r,t,y,NewCapacity
RE1,PHL_POW_PP_NU,2021,0
RE1,PHL_POW_PP_NU,2022,0
RE1,PHL_POW_PP_NU,2023,0
RE1,PHL_POW_PP_NU,2024,0
RE1,PHL_POW_PP_NU,2025,0
RE1,PHL_POW_PP_NU,2026,0
RE1,PHL_POW_PP_NU,2027,0
RE1,PHL_POW_PP_NU,2028,0
RE1,PHL_POW_PP_NU,2029,0
RE1,PHL_POW_PP_NU,2030,0
RE1,PHL_POW_PP_NU,2031,0
RE1,PHL_POW_PP_NU,2032,0
RE1,PHL_POW_PP_NU,2033,0
RE1,PHL_POW_PP_NU,2034,0
RE1,PHL_POW_PP_NU,2035,0
RE1,PHL_POW_PP_NU,2036,0
RE1,PHL_POW_PP_NU,2037,0
RE1,PHL_POW_PP_NU,2038,0
RE1,PHL_POW_PP_NU,2039,0
RE1,PHL_POW_PP_NU,2040,0
RE1,PHL_POW_PP_NU,2041,0
RE1,PHL_POW_PP_NU,2042,0
RE1,PHL_POW_PP_NU,2043,0
RE1,PHL_POW_PP_NU,2044,0
RE1,PHL_POW_PP_NU,2045,0
RE1,PHL_POW_PP_NU,2046,0
RE1,PHL_POW_PP_NU,2047,0
RE1,PHL_POW_PP_NU,2048,0
RE1,PHL_POW_PP_NU,2049,0
RE1,PHL_POW_PP_NU,2050,0
RE1,PHL_POW_PP_NU,2051,0
RE1,PHL_POW_PP_NU,2052,0
RE1,PHL_POW_PP_NU,2053,0
RE1,PHL_POW_PP_NGCC_CCS,2020,0
RE1,PHL_POW_PP_NGCC_CCS,2021,0
RE1,PHL_POW_PP_NGCC_CCS,2022,0
RE1,PHL_POW_PP_NGCC_CCS,2023,0
RE1,PHL_POW_PP_NGCC_CCS,2024,0
RE1,PHL_POW_PP_NGCC_CCS,2025,0
RE1,PHL_POW_PP_NGCC_CCS,2026,0
RE1,PHL_POW_PP_NGCC_CCS,2027,0
RE1,PHL_POW_PP_NGCC_CCS,2028,0
RE1,PHL_POW_PP_NGCC_CCS,2029,0
RE1,PHL_POW_PP_NGCC_CCS,2030,0
RE1,PHL_POW_PP_NGCC_CCS,2031,0
RE1,PHL_POW_PP_NGCC_CCS,2032,0
RE1,PHL_POW_PP_NGCC_CCS,2033,0
RE1,PHL_POW_PP_NGCC_CCS,2034,0
RE1,PHL_POW_PP_NGCC_CCS,2035,0
RE1,PHL_POW_PP_NGCC_CCS,2036,0
RE1,PHL_POW_PP_NGCC_CCS,2037,0
RE1,PHL_POW_PP_NGCC_CCS,2038,0
RE1,PHL_POW_PP_NGCC_CCS,2039,0
RE1,PHL_POW_PP_NGCC_CCS,2040,0
RE1,PHL_POW_PP_NGCC_CCS,2041,0
RE1,PHL_POW_PP_NGCC_CCS,2042,0
RE1,PHL_POW_PP_NGCC_CCS,2043,0
RE1,PHL_POW_PP_NGCC_CCS,2044,0
RE1,PHL_POW_PP_NGCC_CCS,2045,0
RE1,PHL_POW_PP_NGCC_CCS,2046,0
RE1,PHL_POW_PP_NGCC_CCS,2047,0
RE1,PHL_POW_PP_NGCC_CCS,2048,0
RE1,PHL_POW_PP_NGCC_CCS,2049,0
RE1,PHL_POW_PP_NGCC_CCS,2050,0
RE1,PHL_POW_PP_NGCC_CCS,2051,0
RE1,PHL_POW_PP_NGCC_CCS,2052,0
RE1,PHL_POW_PP_NGCC_CCS,2053,0
RE1,PHL_POW_PP_NGCC,2020,0
RE1,PHL_POW_PP_NGCC,2021,0
RE1,PHL_POW_PP_NGCC,2022,0
RE1,PHL_POW_PP_NGCC,2023,0
RE1,PHL_POW_PP_NGCC,2024,0
RE1,PHL_POW_PP_NGCC,2025,0.88
RE1,PHL_POW_PP_NGCC,2026,0
RE1,PHL_POW_PP_NGCC,2027,0
RE1,PHL_POW_PP_NGCC,2028,0
RE1,PHL_POW_PP_NGCC,2029,0
RE1,PHL_POW_PP_NGCC,2030,0
RE1,PHL_POW_PP_NGCC,2031,0
RE1,PHL_POW_PP_NGCC,2032,0
RE1,PHL_POW_PP_NGCC,2033,0
RE1,PHL_POW_PP_NGCC,2034,0
RE1,PHL_POW_PP_NGCC,2035,0
RE1,PHL_POW_PP_NGCC,2036,0
RE1,PHL_POW_PP_NGCC,2037,0
RE1,PHL_POW_PP_NGCC,2038,0
RE1,PHL_POW_PP_NGCC,2039,0.9929
RE1,PHL_POW_PP_NGCC,2040,3.0675
RE1,PHL_POW_PP_NGCC,2041,0
RE1,PHL_POW_PP_NGCC,2042,0
RE1,PHL_POW_PP_NGCC,2043,0
RE1,PHL_POW_PP_NGCC,2044,0
RE1,PHL_POW_PP_NGCC,2045,0
RE1,PHL_POW_PP_NGCC,2046,0.2185
RE1,PHL_POW_PP_NGCC,2047,0.0007
RE1,PHL_POW_PP_NGCC,2048,0.0134
RE1,PHL_POW_PP_NGCC,2049,0.3925
RE1,PHL_POW_PP_NGCC,2050,5.0736
RE1,PHL_POW_PP_NGCC,2051,0.3005
RE1,PHL_POW_PP_NGCC,2052,0.3005
RE1,PHL_POW_PP_NGCC,2053,0.3005
RE1,PHL_POW_PP_HY_LA,2020,1.4633
RE1,PHL_POW_PP_HY_LA,2021,2.5546
RE1,PHL_POW_PP_HY_LA,2022,0.0159
RE1,PHL_POW_PP_HY_LA,2023,0.0468
RE1,PHL_POW_PP_HY_LA,2024,0.0352
RE1,PHL_POW_PP_HY_LA,2025,0
RE1,PHL_POW_PP_HY_LA,2026,0
RE1,PHL_POW_PP_HY_LA,2027,0
RE1,PHL_POW_PP_HY_LA,2028,0
RE1,PHL_POW_PP_HY_LA,2029,0
RE1,PHL_POW_PP_HY_LA,2030,0
RE1,PHL_POW_PP_HY_LA,2031,0
RE1,PHL_POW_PP_HY_LA,2032,0
RE1,PHL_POW_PP_HY_LA,2033,0
RE1,PHL_POW_PP_HY_LA,2034,0
RE1,PHL_POW_PP_HY_LA,2035,0
RE1,PHL_POW_PP_HY_LA,2036,0
RE1,PHL_POW_PP_HY_LA,2037,0
RE1,PHL_POW_PP_HY_LA,2038,0
RE1,PHL_POW_PP_HY_LA,2039,0
RE1,PHL_POW_PP_HY_LA,2040,0
RE1,PHL_POW_PP_HY_LA,2041,0
RE1,PHL_POW_PP_HY_LA,2042,0
RE1,PHL_POW_PP_HY_LA,2043,0
RE1,PHL_POW_PP_HY_LA,2044,0
RE1,PHL_POW_PP_HY_LA,2045,0
RE1,PHL_POW_PP_HY_LA,2046,0
RE1,PHL_POW_PP_HY_LA,2047,0
RE1,PHL_POW_PP_HY_LA,2048,0
RE1,PHL_POW_PP_HY_LA,2049,0
RE1,PHL_POW_PP_HY_LA,2050,0
RE1,PHL_POW_PP_HY_LA,2051,0
RE1,PHL_POW_PP_HY_LA,2052,0
RE1,PHL_POW_PP_HY_LA,2053,0
RE1,PHL_POW_PP_H2,2020,0
RE1,PHL_POW_PP_H2,2021,0
RE1,PHL_POW_PP_H2,2022,0
RE1,PHL_POW_PP_H2,2023,0
RE1,PHL_POW_PP_H2,2024,0
RE1,PHL_POW_PP_H2,2025,0
RE1,PHL_POW_PP_H2,2026,0
RE1,PHL_POW_PP_H2,2027,0
RE1,PHL_POW_PP_H2,2028,0
RE1,PHL_POW_PP_H2,2029,0
RE1,PHL_POW_PP_H2,2030,0
RE1,PHL_POW_PP_H2,2031,0
RE1,PHL_POW_PP_H2,2032,0
RE1,PHL_POW_PP_H2,2033,0
RE1,PHL_POW_PP_H2,2034,0
RE1,PHL_POW_PP_H2,2035,0
RE1,PHL_POW_PP_H2,2036,0
RE1,PHL_POW_PP_H2,2037,0
RE1,PHL_POW_PP_H2,2038,0
RE1,PHL_POW_PP_H2,2039,0
RE1,PHL_POW_PP_H2,2040,0
RE1,PHL_POW_PP_H2,2041,0
RE1,PHL_POW_PP_H2,2042,0
RE1,PHL_POW_PP_H2,2043,0
RE1,PHL_POW_PP_H2,2044,0
RE1,PHL_POW_PP_H2,2045,0
RE1,PHL_POW_PP_H2,2046,0
RE1,PHL_POW_PP_H2,2047,0
RE1,PHL_POW_PP_H2,2048,0
RE1,PHL_POW_PP_H2,2049,0
RE1,PHL_POW_PP_H2,2050,0
RE1,PHL_POW_PP_H2,2051,0
RE1,PHL_POW_PP_H2,2052,0
RE1,PHL_POW_PP_H2,2053,0
RE1,PHL_POW_PP_COAL_CCS,2020,0
RE1,PHL_POW_PP_COAL_CCS,2021,0
RE1,PHL_POW_PP_COAL_CCS,2022,0
RE1,PHL_POW_PP_COAL_CCS,2023,0
RE1,PHL_POW_PP_COAL_CCS,2024,0
RE1,PHL_POW_PP_COAL_CCS,2025,0
RE1,PHL_POW_PP_COAL_CCS,2026,0
RE1,PHL_POW_PP_COAL_CCS,2027,0
RE1,PHL_POW_PP_COAL_CCS,2028,0
RE1,PHL_POW_PP_COAL_CCS,2029,0
RE1,PHL_POW_PP_COAL_CCS,2030,0
RE1,PHL_POW_PP_COAL_CCS,2031,0
RE1,PHL_POW_PP_COAL_CCS,2032,0
RE1,PHL_POW_PP_COAL_CCS,2033,0
RE1,PHL_POW_PP_COAL_CCS,2034,0
RE1,PHL_POW_PP_COAL_CCS,2035,0
RE1,PHL_POW_PP_COAL_CCS,2036,0
RE1,PHL_POW_PP_COAL_CCS,2037,0
RE1,PHL_POW_PP_COAL_CCS,2038,0
RE1,PHL_POW_PP_COAL_CCS,2039,0
RE1,PHL_POW_PP_COAL_CCS,2040,0
RE1,PHL_POW_PP_COAL_CCS,2041,0
RE1,PHL_POW_PP_COAL_CCS,2042,0
RE1,PHL_POW_PP_COAL_CCS,2043,0
RE1,PHL_POW_PP_COAL_CCS,2044,0
RE1,PHL_POW_PP_COAL_CCS,2045,0
RE1,PHL_POW_PP_COAL_CCS,2046,0
RE1,PHL_POW_PP_COAL_CCS,2047,0
RE1,PHL_POW_PP_COAL_CCS,2048,0
RE1,PHL_POW_PP_COAL_CCS,2049,0
RE1,PHL_POW_PP_COAL_CCS,2050,0
RE1,PHL_POW_PP_COAL_CCS,2051,0
RE1,PHL_POW_PP_COAL_CCS,2052,0
RE1,PHL_POW_PP_COAL_CCS,2053,0
RE1,PHL_POW_PP_COAL,2020,0
RE1,PHL_POW_PP_COAL,2021,0.725
RE1,PHL_POW_PP_COAL,2022,0.7694
RE1,PHL_POW_PP_COAL,2023,0
RE1,PHL_POW_PP_COAL,2024,0.6
RE1,PHL_POW_PP_COAL,2025,0
RE1,PHL_POW_PP_COAL,2026,0
RE1,PHL_POW_PP_COAL,2027,0
RE1,PHL_POW_PP_COAL,2028,1.0709
RE1,PHL_POW_PP_COAL,2029,1.4013
RE1,PHL_POW_PP_COAL,2030,0
RE1,PHL_POW_PP_COAL,2031,1.4285
RE1,PHL_POW_PP_COAL,2032,1.8525
RE1,PHL_POW_PP_COAL,2033,1.805
RE1,PHL_POW_PP_COAL,2034,1.8477
RE1,PHL_POW_PP_COAL,2035,0.9681
RE1,PHL_POW_PP_COAL,2036,2.0697
RE1,PHL_POW_PP_COAL,2037,2.1351
RE1,PHL_POW_PP_COAL,2038,2.0877
RE1,PHL_POW_PP_COAL,2039,2.3745
RE1,PHL_POW_PP_COAL,2040,0.0303
RE1,PHL_POW_PP_COAL,2041,0
RE1,PHL_POW_PP_COAL,2042,0
RE1,PHL_POW_PP_COAL,2043,0
RE1,PHL_POW_PP_COAL,2044,0
RE1,PHL_POW_PP_COAL,2045,0
RE1,PHL_POW_PP_COAL,2046,1.0571
RE1,PHL_POW_PP_COAL,2047,0.9625
RE1,PHL_POW_PP_COAL,2048,0.2241
RE1,PHL_POW_PP_COAL,2049,0.4284
RE1,PHL_POW_PP_COAL,2050,12.6337
RE1,PHL_POW_PP_COAL,2051,1.1639
RE1,PHL_POW_PP_COAL,2052,1.2166
RE1,PHL_POW_PP_COAL,2053,2.2871
RE1,PHL_POW_PP_BIOM_CCS,2020,0
RE1,PHL_POW_PP_BIOM_CCS,2021,0
RE1,PHL_POW_PP_BIOM_CCS,2022,0
RE1,PHL_POW_PP_BIOM_CCS,2023,0
RE1,PHL_POW_PP_BIOM_CCS,2024,0
RE1,PHL_POW_PP_BIOM_CCS,2025,0
RE1,PHL_POW_PP_BIOM_CCS,2026,0
RE1,PHL_POW_PP_BIOM_CCS,2027,0
RE1,PHL_POW_PP_BIOM_CCS,2028,0
RE1,PHL_POW_PP_BIOM_CCS,2029,0
RE1,PHL_POW_PP_BIOM_CCS,2030,0
RE1,PHL_POW_PP_BIOM_CCS,2031,0
RE1,PHL_POW_PP_BIOM_CCS,2032,0
RE1,PHL_POW_PP_BIOM_CCS,2033,0
RE1,PHL_POW_PP_BIOM_CCS,2034,0
RE1,PHL_POW_PP_BIOM_CCS,2035,0
RE1,PHL_POW_PP_BIOM_CCS,2036,0
RE1,PHL_POW_PP_BIOM_CCS,2037,0
RE1,PHL_POW_PP_BIOM_CCS,2038,0
RE1,PHL_POW_PP_BIOM_CCS,2039,0
RE1,PHL_POW_PP_BIOM_CCS,2040,0
RE1,PHL_POW_PP_BIOM_CCS,2041,0
RE1,PHL_POW_PP_BIOM_CCS,2042,0
RE1,PHL_POW_PP_BIOM_CCS,2043,0
RE1,PHL_POW_PP_BIOM_CCS,2044,0
RE1,PHL_POW_PP_BIOM_CCS,2045,0
RE1,PHL_POW_PP_BIOM_CCS,2046,0
RE1,PHL_POW_PP_BIOM_CCS,2047,0
RE1,PHL_POW_PP_BIOM_CCS,2048,0
RE1,PHL_POW_PP_BIOM_CCS,2049,0
RE1,PHL_POW_PP_BIOM_CCS,2050,0
RE1,PHL_POW_PP_BIOM_CCS,2051,0
RE1,PHL_POW_PP_BIOM_CCS,2052,0
RE1,PHL_POW_PP_BIOM_CCS,2053,0
RE1,PHL_POW_GEO_OLD,2020,0
RE1,PHL_POW_GEO_OLD,2021,0
RE1,PHL_POW_GEO_OLD,2022,0.0037
RE1,PHL_POW_GEO_OLD,2023,0.2811
RE1,PHL_POW_GEO_OLD,2024,0.0067
RE1,PHL_POW_GEO_OLD,2025,0.0357
RE1,PHL_POW_GEO_OLD,2026,1.0224
RE1,PHL_POW_GEO_OLD,2027,1.3029
RE1,PHL_POW_GEO_OLD,2028,0.4028
RE1,PHL_POW_GEO_OLD,2029,0
RE1,PHL_POW_GEO_OLD,2030,0
RE1,PHL_POW_GEO_OLD,2031,0
RE1,PHL_POW_GEO_OLD,2032,0
RE1,PHL_POW_GEO_OLD,2033,0.14
RE1,PHL_POW_GEO_OLD,2034,0
RE1,PHL_POW_GEO_OLD,2035,0
RE1,PHL_POW_GEO_OLD,2036,0.1085
RE1,PHL_POW_GEO_OLD,2037,0.6102
RE1,PHL_POW_GEO_OLD,2038,0
RE1,PHL_POW_GEO_OLD,2039,0
RE1,PHL_POW_GEO_OLD,2040,0
RE1,PHL_POW_GEO_OLD,2041,0
RE1,PHL_POW_GEO_OLD,2042,0
RE1,PHL_POW_GEO_OLD,2043,0
RE1,PHL_POW_GEO_OLD,2044,0
RE1,PHL_POW_GEO_OLD,2045,0
RE1,PHL_POW_GEO_OLD,2046,0
RE1,PHL_POW_GEO_OLD,2047,0
RE1,PHL_POW_GEO_OLD,2048,0
RE1,PHL_POW_GEO_OLD,2049,0
RE1,PHL_POW_GEO_OLD,2050,0.0046
RE1,PHL_POW_GEO_OLD,2051,0
RE1,PHL_POW_GEO_OLD,2052,0
RE1,PHL_POW_GEO_OLD,2053,0
RE1,PHL_POW_CHP_COAL_OLD,2020,0
RE1,PHL_POW_CHP_COAL_OLD,2021,0
RE1,PHL_POW_CHP_COAL_OLD,2022,0
RE1,PHL_POW_CHP_COAL_OLD,2023,0
RE1,PHL_POW_CHP_COAL_OLD,2024,0
RE1,PHL_POW_CHP_COAL_OLD,2025,0
RE1,PHL_POW_CHP_COAL_OLD,2026,0
RE1,PHL_POW_CHP_COAL_OLD,2027,0
RE1,PHL_POW_CHP_COAL_OLD,2028,0
RE1,PHL_POW_CHP_COAL_OLD,2029,0
RE1,PHL_POW_CHP_COAL_OLD,2030,0
RE1,PHL_POW_CHP_COAL_OLD,2031,0
RE1,PHL_POW_CHP_COAL_OLD,2032,0
RE1,PHL_POW_CHP_COAL_OLD,2033,0
RE1,PHL_POW_CHP_COAL_OLD,2034,0
RE1,PHL_POW_CHP_COAL_OLD,2035,0
RE1,PHL_POW_CHP_COAL_OLD,2036,0
RE1,PHL_POW_CHP_COAL_OLD,2037,0
RE1,PHL_POW_CHP_COAL_OLD,2038,0
RE1,PHL_POW_CHP_COAL_OLD,2039,0
RE1,PHL_POW_CHP_COAL_OLD,2040,0
RE1,PHL_POW_CHP_COAL_OLD,2041,0
RE1,PHL_POW_CHP_COAL_OLD,2042,0
RE1,PHL_POW_CHP_COAL_OLD,2043,0
RE1,PHL_POW_CHP_COAL_OLD,2044,0
RE1,PHL_POW_CHP_COAL_OLD,2045,0
RE1,PHL_POW_CHP_COAL_OLD,2046,0
RE1,PHL_POW_CHP_COAL_OLD,2047,0
RE1,PHL_POW_CHP_COAL_OLD,2048,0
RE1,PHL_POW_CHP_COAL_OLD,2049,0
RE1,PHL_POW_CHP_COAL_OLD,2050,0
RE1,PHL_POW_CHP_COAL_OLD,2051,0
RE1,PHL_POW_CHP_COAL_OLD,2052,0
RE1,PHL_POW_CHP_COAL_OLD,2053,0
RE1,PHL_POW_CHP_BIOM_OLD,2020,0
RE1,PHL_POW_CHP_BIOM_OLD,2021,0
RE1,PHL_POW_CHP_BIOM_OLD,2022,0.082
RE1,PHL_POW_CHP_BIOM_OLD,2023,0.006
RE1,PHL_POW_CHP_BIOM_OLD,2024,0.0099
RE1,PHL_POW_CHP_BIOM_OLD,2025,0
RE1,PHL_POW_CHP_BIOM_OLD,2026,0
RE1,PHL_POW_CHP_BIOM_OLD,2027,0
RE1,PHL_POW_CHP_BIOM_OLD,2028,0
RE1,PHL_POW_CHP_BIOM_OLD,2029,0
RE1,PHL_POW_CHP_BIOM_OLD,2030,0
RE1,PHL_POW_CHP_BIOM_OLD,2031,0
RE1,PHL_POW_CHP_BIOM_OLD,2032,0
RE1,PHL_POW_CHP_BIOM_OLD,2033,0
RE1,PHL_POW_CHP_BIOM_OLD,2034,0
RE1,PHL_POW_CHP_BIOM_OLD,2035,0
RE1,PHL_POW_CHP_BIOM_OLD,2036,0
RE1,PHL_POW_CHP_BIOM_OLD,2037,0
RE1,PHL_POW_CHP_BIOM_OLD,2038,0
RE1,PHL_POW_CHP_BIOM_OLD,2039,0
RE1,PHL_POW_CHP_BIOM_OLD,2040,0
RE1,PHL_POW_CHP_BIOM_OLD,2041,0
RE1,PHL_POW_CHP_BIOM_OLD,2042,0
RE1,PHL_POW_CHP_BIOM_OLD,2043,0
RE1,PHL_POW_CHP_BIOM_OLD,2044,0
RE1,PHL_POW_CHP_BIOM_OLD,2045,0
RE1,PHL_POW_CHP_BIOM_OLD,2046,0
RE1,PHL_POW_CHP_BIOM_OLD,2047,0
RE1,PHL_POW_CHP_BIOM_OLD,2048,0
RE1,PHL_POW_CHP_BIOM_OLD,2049,0
RE1,PHL_POW_CHP_BIOM_OLD,2050,0
RE1,PHL_POW_CHP_BIOM_OLD,2051,0
RE1,PHL_POW_CHP_BIOM_OLD,2052,0
RE1,PHL_POW_CHP_BIOM_OLD,2053,0
RE1,PHL_INDU_OTHLPH_OIL,2020,1.5381
RE1,PHL_INDU_OTHLPH_OIL,2021,0
RE1,PHL_INDU_OTHLPH_OIL,2022,0
RE1,PHL_INDU_OTHLPH_OIL,2023,0
RE1,PHL_INDU_OTHLPH_OIL,2024,0
RE1,PHL_INDU_OTHLPH_OIL,2025,0
RE1,PHL_INDU_OTHLPH_OIL,2026,0
RE1,PHL_INDU_OTHLPH_OIL,2027,0
RE1,PHL_INDU_OTHLPH_OIL,2028,0
RE1,PHL_INDU_OTHLPH_OIL,2029,0
RE1,PHL_INDU_OTHLPH_OIL,2030,0
RE1,PHL_INDU_OTHLPH_OIL,2031,0
RE1,PHL_INDU_OTHLPH_OIL,2032,0
RE1,PHL_INDU_OTHLPH_OIL,2033,0
RE1,PHL_INDU_OTHLPH_OIL,2034,0
RE1,PHL_INDU_OTHLPH_OIL,2035,0
RE1,PHL_INDU_OTHLPH_OIL,2036,0
RE1,PHL_INDU_OTHLPH_OIL,2037,0
RE1,PHL_INDU_OTHLPH_OIL,2038,0
RE1,PHL_INDU_OTHLPH_OIL,2039,0
RE1,PHL_INDU_OTHLPH_OIL,2040,0
RE1,PHL_INDU_OTHLPH_OIL,2041,0
RE1,PHL_INDU_OTHLPH_OIL,2042,0
RE1,PHL_INDU_OTHLPH_OIL,2043,0
RE1,PHL_INDU_OTHLPH_OIL,2044,0
RE1,PHL_INDU_OTHLPH_OIL,2045,0
RE1,PHL_INDU_OTHLPH_OIL,2046,0
RE1,PHL_INDU_OTHLPH_OIL,2047,0
RE1,PHL_INDU_OTHLPH_OIL,2048,0
RE1,PHL_INDU_OTHLPH_OIL,2049,0
RE1,PHL_INDU_OTHLPH_OIL,2050,0
RE1,PHL_INDU_OTHLPH_OIL,2051,0
RE1,PHL_INDU_OTHLPH_OIL,2052,0
RE1,PHL_INDU_OTHLPH_OIL,2053,0
RE1,PHL_INDU_OTHLPH_NG,2020,0.0217
RE1,PHL_INDU_OTHLPH_NG,2021,0
RE1,PHL_INDU_OTHLPH_NG,2022,0
RE1,PHL_INDU_OTHLPH_NG,2023,0
RE1,PHL_INDU_OTHLPH_NG,2024,0
RE1,PHL_INDU_OTHLPH_NG,2025,0
RE1,PHL_INDU_OTHLPH_NG,2026,0
RE1,PHL_INDU_OTHLPH_NG,2027,0
RE1,PHL_INDU_OTHLPH_NG,2028,0
RE1,PHL_INDU_OTHLPH_NG,2029,0
RE1,PHL_INDU_OTHLPH_NG,2030,0
RE1,PHL_INDU_OTHLPH_NG,2031,0
RE1,PHL_INDU_OTHLPH_NG,2032,0
RE1,PHL_INDU_OTHLPH_NG,2033,0
RE1,PHL_INDU_OTHLPH_NG,2034,0
RE1,PHL_INDU_OTHLPH_NG,2035,0
RE1,PHL_INDU_OTHLPH_NG,2036,0
RE1,PHL_INDU_OTHLPH_NG,2037,0
RE1,PHL_INDU_OTHLPH_NG,2038,0
RE1,PHL_INDU_OTHLPH_NG,2039,0
RE1,PHL_INDU_OTHLPH_NG,2040,0
RE1,PHL_INDU_OTHLPH_NG,2041,0
RE1,PHL_INDU_OTHLPH_NG,2042,0
RE1,PHL_INDU_OTHLPH_NG,2043,0
RE1,PHL_INDU_OTHLPH_NG,2044,0
RE1,PHL_INDU_OTHLPH_NG,2045,0
RE1,PHL_INDU_OTHLPH_NG,2046,0
RE1,PHL_INDU_OTHLPH_NG,2047,0
RE1,PHL_INDU_OTHLPH_NG,2048,0
RE1,PHL_INDU_OTHLPH_NG,2049,0
RE1,PHL_INDU_OTHLPH_NG,2050,0
RE1,PHL_INDU_OTHLPH_NG,2051,0
RE1,PHL_INDU_OTHLPH_NG,2052,0
RE1,PHL_INDU_OTHLPH_NG,2053,0
RE1,PHL_INDU_OTHLPH_H2,2020,0
RE1,PHL_INDU_OTHLPH_H2,2021,0
RE1,PHL_INDU_OTHLPH_H2,2022,0
RE1,PHL_INDU_OTHLPH_H2,2023,0
RE1,PHL_INDU_OTHLPH_H2,2024,0
RE1,PHL_INDU_OTHLPH_H2,2025,0
RE1,PHL_INDU_OTHLPH_H2,2026,0
RE1,PHL_INDU_OTHLPH_H2,2027,0
RE1,PHL_INDU_OTHLPH_H2,2028,0
RE1,PHL_INDU_OTHLPH_H2,2029,0
RE1,PHL_INDU_OTHLPH_H2,2030,0
RE1,PHL_INDU_OTHLPH_H2,2031,0
RE1,PHL_INDU_OTHLPH_H2,2032,0
RE1,PHL_INDU_OTHLPH_H2,2033,0
RE1,PHL_INDU_OTHLPH_H2,2034,0
RE1,PHL_INDU_OTHLPH_H2,2035,0
RE1,PHL_INDU_OTHLPH_H2,2036,0
RE1,PHL_INDU_OTHLPH_H2,2037,0
RE1,PHL_INDU_OTHLPH_H2,2038,0
RE1,PHL_INDU_OTHLPH_H2,2039,0
RE1,PHL_INDU_OTHLPH_H2,2040,0
RE1,PHL_INDU_OTHLPH_H2,2041,0
RE1,PHL_INDU_OTHLPH_H2,2042,0
RE1,PHL_INDU_OTHLPH_H2,2043,0
RE1,PHL_INDU_OTHLPH_H2,2044,0
RE1,PHL_INDU_OTHLPH_H2,2045,0
RE1,PHL_INDU_OTHLPH_H2,2046,0
RE1,PHL_INDU_OTHLPH_H2,2047,0
RE1,PHL_INDU_OTHLPH_H2,2048,0
RE1,PHL_INDU_OTHLPH_H2,2049,0
RE1,PHL_INDU_OTHLPH_H2,2050,0
RE1,PHL_INDU_OTHLPH_H2,2051,0
RE1,PHL_INDU_OTHLPH_H2,2052,0
RE1,PHL_INDU_OTHLPH_H2,2053,0
RE1,PHL_INDU_OTHLPH_ELE,2020,0
RE1,PHL_INDU_OTHLPH_ELE,2021,0
RE1,PHL_INDU_OTHLPH_ELE,2022,0
RE1,PHL_INDU_OTHLPH_ELE,2023,0
RE1,PHL_INDU_OTHLPH_ELE,2024,0
RE1,PHL_INDU_OTHLPH_ELE,2025,0
RE1,PHL_INDU_OTHLPH_ELE,2026,0
RE1,PHL_INDU_OTHLPH_ELE,2027,0
RE1,PHL_INDU_OTHLPH_ELE,2028,0
RE1,PHL_INDU_OTHLPH_ELE,2029,0
RE1,PHL_INDU_OTHLPH_ELE,2030,0
RE1,PHL_INDU_OTHLPH_ELE,2031,0
RE1,PHL_INDU_OTHLPH_ELE,2032,0
RE1,PHL_INDU_OTHLPH_ELE,2033,0
RE1,PHL_INDU_OTHLPH_ELE,2034,0
RE1,PHL_INDU_OTHLPH_ELE,2035,0
RE1,PHL_INDU_OTHLPH_ELE,2036,0
RE1,PHL_INDU_OTHLPH_ELE,2037,0
RE1,PHL_INDU_OTHLPH_ELE,2038,0
RE1,PHL_INDU_OTHLPH_ELE,2039,0
RE1,PHL_INDU_OTHLPH_ELE,2040,0
RE1,PHL_INDU_OTHLPH_ELE,2041,0
RE1,PHL_INDU_OTHLPH_ELE,2042,0
RE1,PHL_INDU_OTHLPH_ELE,2043,0
RE1,PHL_INDU_OTHLPH_ELE,2044,0
RE1,PHL_INDU_OTHLPH_ELE,2045,0
RE1,PHL_INDU_OTHLPH_ELE,2046,0
RE1,PHL_INDU_OTHLPH_ELE,2047,0
RE1,PHL_INDU_OTHLPH_ELE,2048,0
RE1,PHL_INDU_OTHLPH_ELE,2049,0
RE1,PHL_INDU_OTHLPH_ELE,2050,0
RE1,PHL_INDU_OTHLPH_ELE,2051,0
RE1,PHL_INDU_OTHLPH_ELE,2052,0
RE1,PHL_INDU_OTHLPH_ELE,2053,0
RE1,PHL_INDU_OTHLPH_COAL,2020,1.1207
RE1,PHL_INDU_OTHLPH_COAL,2021,1.4929
RE1,PHL_INDU_OTHLPH_COAL,2022,0.7816
RE1,PHL_INDU_OTHLPH_COAL,2023,0
RE1,PHL_INDU_OTHLPH_COAL,2024,0.1522
RE1,PHL_INDU_OTHLPH_COAL,2025,0
RE1,PHL_INDU_OTHLPH_COAL,2026,0.1584
RE1,PHL_INDU_OTHLPH_COAL,2027,0.0823
RE1,PHL_INDU_OTHLPH_COAL,2028,0.0823
RE1,PHL_INDU_OTHLPH_COAL,2029,0.0823
RE1,PHL_INDU_OTHLPH_COAL,2030,0.0823
RE1,PHL_INDU_OTHLPH_COAL,2031,0.0932
RE1,PHL_INDU_OTHLPH_COAL,2032,0.0932
RE1,PHL_INDU_OTHLPH_COAL,2033,0.0932
RE1,PHL_INDU_OTHLPH_COAL,2034,0.0932
RE1,PHL_INDU_OTHLPH_COAL,2035,0.0932
RE1,PHL_INDU_OTHLPH_COAL,2036,0.1106
RE1,PHL_INDU_OTHLPH_COAL,2037,0.1106
RE1,PHL_INDU_OTHLPH_COAL,2038,0.1106
